1,Year,State,Smoke everyday,Smoke some days,Former smoker,Never smoked,Location 1
399,2006,Illinois,0.14,0.06,0.24,0.56,"Illinois
(40.485010000411364, -88.99770999971656)"
400,2004,Arkansas,0.19,0.06,0.25,0.5,"Arkansas
(34.748649999697875, -92.27448999971358)"
401,2000,Rhode Island,0.18,0.05,0.27,0.5,"Rhode Island
(41.70828000002217, -71.5224700001902)"
402,2005,Colorado,0.14,0.06,0.25,0.55,"Colorado
(38.842890000173554, -106.13314000041055)"
403,2002,North Carolina,0.21,0.05,0.24,0.5,"North Carolina
(35.46624999963797, -79.1593199999179)"
404,1997,Tennessee,0.24,0.03,0.21,0.52,"Tennessee
(35.68094000038087, -85.77449000011325)"
405,1996,New Mexico,0.17,0.06,0.24,0.53,"New Mexico
(34.52088000011207, -106.24057999976702)"
406,1997,Illinois,0.18,0.05,0.26,0.51,"Illinois
(40.485010000411364, -88.99770999971656)"
407,2000,Florida,0.18,0.06,0.27,0.49,"Florida
(28.932039999846268, -81.9289599999039)"
408,1995,Maine,0.22,0.03,0.27,0.48,"Maine
(45.25423000041434, -68.9850299999344)"
409,2010,Tennessee,0.16,0.04,0.23,0.57,"Tennessee
(35.68094000038087, -85.77449000011325)"
410,1998,Delaware,0.21,0.04,0.25,0.51,"Delaware
(39.00883000020451, -75.57774000040052)"
411,2001,Wisconsin,0.18,0.05,0.29,0.48,"Wisconsin
(44.39319000021851, -89.81636999977553)"
412,2002,Minnesota,0.16,0.06,0.27,0.51,"Minnesota
(46.3556499998478, -94.79419999982997)"
413,2010,Oklahoma,0.18,0.06,0.24,0.52,"Oklahoma
(35.4720099999617, -97.52034999975251)"
414,1998,Minnesota,0.13,0.05,0.19,0.63,"Minnesota
(46.3556499998478, -94.79419999982997)"
415,2009,Alaska,0.15,0.06,0.28,0.51,"Alaska
(64.84507999974238, -147.72205999986895)"
416,2000,District of Columbia,0.14,0.07,0.22,0.57,"District of Columbia
(38.89036999987576, -77.03195999965413)"
417,1995,Oregon,0.19,0.03,0.28,0.5,"Oregon
(44.567449999917756, -120.15502999983448)"
418,2002,Colorado,0.16,0.05,0.26,0.54,"Colorado
(38.842890000173554, -106.13314000041055)"
419,2003,Arizona,0.15,0.06,0.26,0.53,"Arizona
(34.86596999961597, -111.76380999973156)"
420,1996,New York,0.19,0.04,0.24,0.53,"New York
(42.82699999955048, -75.54396999981549)"
421,2000,Ohio,0.21,0.05,0.23,0.51,"Ohio
(40.06020999969189, -82.40426000019869)"
422,2001,Kansas,0.17,0.05,0.24,0.54,"Kansas
(38.34774000000118, -98.20077999969709)"
423,2006,Wisconsin,0.15,0.06,0.26,0.53,"Wisconsin
(44.39319000021851, -89.81636999977553)"
424,1999,Virginia,0.17,0.04,0.25,0.53,"Virginia
(37.54268000028196, -78.45789000012326)"
425,2003,New Mexico,0.16,0.06,0.26,0.52,"New Mexico
(34.52088000011207, -106.24057999976702)"
426,2000,Arkansas,0.2,0.05,0.25,0.5,"Arkansas
(34.748649999697875, -92.27448999971358)"
427,2007,New Hampshire,0.15,0.04,0.3,0.5,"New Hampshire
(43.65595000019255, -71.50036000041354)"
428,2008,Iowa,0.14,0.05,0.25,0.57,"Iowa
(42.469390000048634, -93.81649000001335)"
429,2001,Kentucky,0.26,0.05,0.24,0.46,"Kentucky
(37.645969999815804, -84.77496999996538)"
430,1999,Washington,0.17,0.05,0.27,0.51,"Washington
(47.522280000022135, -120.47001000026114)"
431,2010,Indiana,0.16,0.05,0.25,0.54,"Indiana
(39.76690999989677, -86.14996000035359)"
432,2010,Wyoming,0.15,0.05,0.25,0.56,"Wyoming
(43.23553999957147, -108.10982999975454)"
433,2008,Delaware,0.13,0.04,0.29,0.54,"Delaware
(39.00883000020451, -75.57774000040052)"
434,2003,Connecticut,0.14,0.05,0.31,0.5,"Connecticut
(41.56265999995918, -72.6498400002157)"
435,2003,New Jersey,0.14,0.05,0.26,0.54,"New Jersey
(40.13056999960594, -74.2736899996936)"
436,2009,Ohio,0.16,0.05,0.26,0.54,"Ohio
(40.06020999969189, -82.40426000019869)"
437,2006,Rhode Island,0.15,0.04,0.29,0.52,"Rhode Island
(41.70828000002217, -71.5224700001902)"
438,1996,Pennsylvania,0.2,0.04,0.23,0.52,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
439,1999,South Carolina,0.18,0.06,0.2,0.56,"South Carolina
(33.99855000018255, -81.0452500001872)"
440,1997,Vermont,0.2,0.04,0.29,0.48,"Vermont
(43.625379999687425, -72.51764000028561)"
441,1998,West Virginia,0.25,0.03,0.24,0.48,"West Virginia
(38.66550999958696, -80.71263999973604)"
442,1996,Arizona,0.2,0.04,0.25,0.51,"Arizona
(34.86596999961597, -111.76380999973156)"
443,1998,California,0.14,0.06,0.26,0.55,"California
(37.638300000444815, -120.99958999997835)"
444,1999,District of Columbia,0.13,0.07,0.16,0.63,"District of Columbia
(38.89036999987576, -77.03195999965413)"
445,1998,New Hampshire,0.18,0.05,0.29,0.48,"New Hampshire
(43.65595000019255, -71.50036000041354)"
446,2001,Alaska,0.19,0.07,0.27,0.47,"Alaska
(64.84507999974238, -147.72205999986895)"
447,1999,Nevada,0.24,0.07,0.29,0.4,"Nevada
(39.49323999972637, -117.07183999971608)"
448,1996,Montana,0.19,0.03,0.27,0.51,"Montana
(47.06653000015956, -109.42441999998289)"
449,2001,Maine,0.18,0.06,0.32,0.44,"Maine
(45.25423000041434, -68.9850299999344)"
450,2002,Florida,0.18,0.04,0.25,0.53,"Florida
(28.932039999846268, -81.9289599999039)"
451,2001,South Dakota,0.17,0.06,0.25,0.53,"South Dakota
(44.353130000049646, -100.37353000040906)"
452,2005,Massachusetts,0.14,0.05,0.28,0.55,"Massachusetts
(42.27687000005062, -72.08269000004333)"
453,1997,Oklahoma,0.21,0.03,0.19,0.56,"Oklahoma
(35.4720099999617, -97.52034999975251)"
454,2005,Ohio,0.18,0.05,0.26,0.52,"Ohio
(40.06020999969189, -82.40426000019869)"
455,2004,Pennsylvania,0.18,0.05,0.24,0.53,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
456,1995,Washington,0.18,0.02,0.3,0.5,"Washington
(47.522280000022135, -120.47001000026114)"
457,2010,Florida,0.12,0.05,0.3,0.53,"Florida
(28.932039999846268, -81.9289599999039)"
458,2008,District of Columbia,0.09,0.07,0.23,0.61,"District of Columbia
(38.89036999987576, -77.03195999965413)"
459,2008,Hawaii,0.12,0.04,0.25,0.59,"Hawaii
(21.304850000427336, -157.85774999956269)"
460,2010,West Virginia,0.23,0.04,0.24,0.49,"West Virginia
(38.66550999958696, -80.71263999973604)"
461,2008,Georgia,0.15,0.05,0.21,0.59,"Georgia
(32.83967999993223, -83.62758000031658)"
462,2002,Maine,0.2,0.04,0.33,0.43,"Maine
(45.25423000041434, -68.9850299999344)"
463,1996,Arkansas,0.22,0.03,0.18,0.57,"Arkansas
(34.748649999697875, -92.27448999971358)"
464,2003,Hawaii,0.14,0.03,0.24,0.59,"Hawaii
(21.304850000427336, -157.85774999956269)"
465,2007,Virginia,0.14,0.04,0.24,0.58,"Virginia
(37.54268000028196, -78.45789000012326)"
466,2007,South Dakota,0.14,0.06,0.24,0.56,"South Dakota
(44.353130000049646, -100.37353000040906)"
467,2006,Utah,0.07,0.03,0.17,0.74,"Utah
(39.36070000030492, -111.58712999994941)"
468,1997,Virginia,0.19,0.06,0.26,0.5,"Virginia
(37.54268000028196, -78.45789000012326)"
469,1995,Pennsylvania,0.2,0.03,0.28,0.48,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
470,2001,Massachusetts,0.15,0.05,0.3,0.51,"Massachusetts
(42.27687000005062, -72.08269000004333)"
471,1995,Minnesota,0.17,0.03,0.24,0.56,"Minnesota
(46.3556499998478, -94.79419999982997)"
472,1995,Arizona,0.2,0.02,0.26,0.52,"Arizona
(34.86596999961597, -111.76380999973156)"
473,2003,Colorado,0.14,0.05,0.27,0.54,"Colorado
(38.842890000173554, -106.13314000041055)"
474,1995,Florida,0.2,0.03,0.29,0.49,"Florida
(28.932039999846268, -81.9289599999039)"
475,2006,Nevada,0.16,0.07,0.26,0.52,"Nevada
(39.49323999972637, -117.07183999971608)"
476,2007,Delaware,0.15,0.04,0.26,0.55,"Delaware
(39.00883000020451, -75.57774000040052)"
477,2000,Arizona,0.14,0.05,0.22,0.6,"Arizona
(34.86596999961597, -111.76380999973156)"
478,2007,Massachusetts,0.12,0.04,0.29,0.55,"Massachusetts
(42.27687000005062, -72.08269000004333)"
479,2005,California,0.1,0.05,0.23,0.62,"California
(37.638300000444815, -120.99958999997835)"
480,2004,Texas,0.14,0.07,0.2,0.59,"Texas
(31.82724000022597, -99.42676999973554)"
481,2001,West Virginia,0.24,0.05,0.25,0.47,"West Virginia
(38.66550999958696, -80.71263999973604)"
482,2008,Rhode Island,0.13,0.04,0.28,0.55,"Rhode Island
(41.70828000002217, -71.5224700001902)"
483,2007,Nebraska,0.15,0.06,0.24,0.56,"Nebraska
(41.6410400000961, -99.36572999973953)"
484,2003,Illinois,0.17,0.06,0.24,0.52,"Illinois
(40.485010000411364, -88.99770999971656)"
485,2002,Wyoming,0.19,0.04,0.27,0.5,"Wyoming
(43.23553999957147, -108.10982999975454)"
486,1996,Missouri,0.23,0.05,0.25,0.48,"Missouri
(38.63578999960896, -92.5663000000448)"
487,1995,New York,0.19,0.02,0.25,0.53,"New York
(42.82699999955048, -75.54396999981549)"
488,1998,Indiana,0.21,0.05,0.26,0.48,"Indiana
(39.76690999989677, -86.14996000035359)"
489,2003,Kentucky,0.27,0.04,0.23,0.47,"Kentucky
(37.645969999815804, -84.77496999996538)"
490,1999,Connecticut,0.18,0.05,0.25,0.52,"Connecticut
(41.56265999995918, -72.6498400002157)"
491,1999,Michigan,0.2,0.06,0.24,0.51,"Michigan
(44.661320000317914, -84.71438999959867)"
492,2006,Indiana,0.19,0.06,0.23,0.53,"Indiana
(39.76690999989677, -86.14996000035359)"
493,2001,Iowa,0.17,0.05,0.25,0.53,"Iowa
(42.469390000048634, -93.81649000001335)"
494,2002,Montana,0.16,0.06,0.26,0.53,"Montana
(47.06653000015956, -109.42441999998289)"
495,2000,New York,0.16,0.06,0.26,0.53,"New York
(42.82699999955048, -75.54396999981549)"
496,1999,Pennsylvania,0.18,0.05,0.23,0.54,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
497,1999,Georgia,0.18,0.05,0.23,0.54,"Georgia
(32.83967999993223, -83.62758000031658)"
498,2009,Idaho,0.12,0.04,0.22,0.62,"Idaho
(43.682590000228515, -114.36368000023168)"
499,1997,North Carolina,0.21,0.05,0.22,0.52,"North Carolina
(35.46624999963797, -79.1593199999179)"
500,2004,Alabama,0.19,0.06,0.21,0.54,"Alabama
(32.840569999605975, -86.63186000013877)"
501,1997,Nevada,0.23,0.05,0.25,0.47,"Nevada
(39.49323999972637, -117.07183999971608)"
502,1995,Colorado,0.18,0.04,0.27,0.51,"Colorado
(38.842890000173554, -106.13314000041055)"
503,1995,New Mexico,0.18,0.03,0.28,0.52,"New Mexico
(34.52088000011207, -106.24057999976702)"
504,1998,South Carolina,0.2,0.05,0.21,0.55,"South Carolina
(33.99855000018255, -81.0452500001872)"
505,2003,South Dakota,0.16,0.06,0.25,0.52,"South Dakota
(44.353130000049646, -100.37353000040906)"
506,2003,Oregon,0.16,0.05,0.27,0.52,"Oregon
(44.567449999917756, -120.15502999983448)"
507,2003,Iowa,0.16,0.05,0.25,0.54,"Iowa
(42.469390000048634, -93.81649000001335)"
508,1998,North Dakota,0.17,0.03,0.28,0.52,"North Dakota
(47.475320000018144, -100.11841999998285)"
509,2002,North Dakota,0.16,0.05,0.27,0.52,"North Dakota
(47.475320000018144, -100.11841999998285)"
510,2010,South Carolina,0.14,0.07,0.24,0.55,"South Carolina
(33.99855000018255, -81.0452500001872)"
511,2006,Delaware,0.17,0.05,0.27,0.51,"Delaware
(39.00883000020451, -75.57774000040052)"
512,2002,Indiana,0.23,0.05,0.23,0.49,"Indiana
(39.76690999989677, -86.14996000035359)"
513,2003,Mississippi,0.2,0.06,0.21,0.54,"Mississippi
(32.7455100000866, -89.53803000008429)"
514,1995,South Dakota,0.2,0.02,0.24,0.54,"South Dakota
(44.353130000049646, -100.37353000040906)"
515,1996,Mississippi,0.2,0.04,0.21,0.56,"Mississippi
(32.7455100000866, -89.53803000008429)"
516,1998,Utah,0.11,0.04,0.19,0.67,"Utah
(39.36070000030492, -111.58712999994941)"
517,2003,Tennessee,0.21,0.05,0.19,0.55,"Tennessee
(35.68094000038087, -85.77449000011325)"
518,2009,Illinois,0.12,0.07,0.23,0.58,"Illinois
(40.485010000411364, -88.99770999971656)"
519,1998,Nebraska,0.17,0.05,0.24,0.54,"Nebraska
(41.6410400000961, -99.36572999973953)"
520,2005,Oregon,0.13,0.05,0.27,0.54,"Oregon
(44.567449999917756, -120.15502999983448)"
521,1999,Arizona,0.18,0.02,0.18,0.62,"Arizona
(34.86596999961597, -111.76380999973156)"
522,1998,Wisconsin,0.19,0.05,0.29,0.47,"Wisconsin
(44.39319000021851, -89.81636999977553)"
523,2009,Vermont,0.13,0.05,0.32,0.51,"Vermont
(43.625379999687425, -72.51764000028561)"
524,2003,Wisconsin,0.17,0.05,0.27,0.51,"Wisconsin
(44.39319000021851, -89.81636999977553)"
525,2010,Oregon,0.11,0.04,0.28,0.57,"Oregon
(44.567449999917756, -120.15502999983448)"
526,2003,Arkansas,0.21,0.04,0.25,0.5,"Arkansas
(34.748649999697875, -92.27448999971358)"
527,2001,Idaho,0.15,0.04,0.24,0.56,"Idaho
(43.682590000228515, -114.36368000023168)"
528,2006,North Carolina,0.17,0.05,0.24,0.54,"North Carolina
(35.46624999963797, -79.1593199999179)"
529,2004,Ohio,0.21,0.05,0.22,0.52,"Ohio
(40.06020999969189, -82.40426000019869)"
530,1997,Florida,0.2,0.04,0.26,0.5,"Florida
(28.932039999846268, -81.9289599999039)"
531,1997,Wisconsin,0.2,0.04,0.25,0.52,"Wisconsin
(44.39319000021851, -89.81636999977553)"
532,2003,Florida,0.17,0.07,0.27,0.49,"Florida
(28.932039999846268, -81.9289599999039)"
533,2009,Arizona,0.11,0.05,0.26,0.58,"Arizona
(34.86596999961597, -111.76380999973156)"
534,2003,Minnesota,0.16,0.05,0.28,0.51,"Minnesota
(46.3556499998478, -94.79419999982997)"
535,2005,Kansas,0.14,0.04,0.24,0.58,"Kansas
(38.34774000000118, -98.20077999969709)"
536,2004,Colorado,0.14,0.06,0.24,0.56,"Colorado
(38.842890000173554, -106.13314000041055)"
537,1999,Missouri,0.23,0.04,0.25,0.48,"Missouri
(38.63578999960896, -92.5663000000448)"
538,2008,Colorado,0.12,0.05,0.25,0.58,"Colorado
(38.842890000173554, -106.13314000041055)"
539,1998,Connecticut,0.15,0.06,0.28,0.51,"Connecticut
(41.56265999995918, -72.6498400002157)"
540,1996,California,0.13,0.06,0.25,0.56,"California
(37.638300000444815, -120.99958999997835)"
541,2006,Iowa,0.17,0.04,0.24,0.55,"Iowa
(42.469390000048634, -93.81649000001335)"
542,2009,North Carolina,0.14,0.06,0.26,0.54,"North Carolina
(35.46624999963797, -79.1593199999179)"
543,2010,New Hampshire,0.12,0.05,0.31,0.52,"New Hampshire
(43.65595000019255, -71.50036000041354)"
544,2005,New Hampshire,0.15,0.05,0.3,0.5,"New Hampshire
(43.65595000019255, -71.50036000041354)"
545,2005,Hawaii,0.12,0.05,0.26,0.57,"Hawaii
(21.304850000427336, -157.85774999956269)"
546,2005,Nebraska,0.16,0.05,0.23,0.56,"Nebraska
(41.6410400000961, -99.36572999973953)"
547,2002,Kansas,0.18,0.05,0.24,0.54,"Kansas
(38.34774000000118, -98.20077999969709)"
548,1995,West Virginia,0.24,0.02,0.23,0.51,"West Virginia
(38.66550999958696, -80.71263999973604)"
549,2004,Georgia,0.15,0.05,0.21,0.59,"Georgia
(32.83967999993223, -83.62758000031658)"
550,2007,Utah,0.08,0.03,0.16,0.73,"Utah
(39.36070000030492, -111.58712999994941)"
551,2009,Kentucky,0.21,0.05,0.25,0.49,"Kentucky
(37.645969999815804, -84.77496999996538)"
552,1997,Maine,0.2,0.03,0.31,0.46,"Maine
(45.25423000041434, -68.9850299999344)"
553,2006,Colorado,0.12,0.06,0.25,0.58,"Colorado
(38.842890000173554, -106.13314000041055)"
554,2008,New Hampshire,0.13,0.04,0.31,0.52,"New Hampshire
(43.65595000019255, -71.50036000041354)"
555,1998,Oklahoma,0.2,0.04,0.2,0.57,"Oklahoma
(35.4720099999617, -97.52034999975251)"
556,2000,Mississippi,0.19,0.05,0.21,0.56,"Mississippi
(32.7455100000866, -89.53803000008429)"
557,2007,New Mexico,0.13,0.08,0.25,0.54,"New Mexico
(34.52088000011207, -106.24057999976702)"
558,2009,Minnesota,0.11,0.06,0.26,0.57,"Minnesota
(46.3556499998478, -94.79419999982997)"
559,2004,North Carolina,0.18,0.06,0.21,0.56,"North Carolina
(35.46624999963797, -79.1593199999179)"
560,2010,Delaware,0.13,0.05,0.27,0.56,"Delaware
(39.00883000020451, -75.57774000040052)"
561,2003,Idaho,0.15,0.04,0.24,0.58,"Idaho
(43.682590000228515, -114.36368000023168)"
562,1998,Washington,0.17,0.05,0.28,0.51,"Washington
(47.522280000022135, -120.47001000026114)"
563,2004,Utah,0.08,0.03,0.16,0.74,"Utah
(39.36070000030492, -111.58712999994941)"
564,2007,Kentucky,0.24,0.05,0.24,0.48,"Kentucky
(37.645969999815804, -84.77496999996538)"
565,1995,Massachusetts,0.19,0.03,0.3,0.48,"Massachusetts
(42.27687000005062, -72.08269000004333)"
566,2009,Delaware,0.13,0.05,0.28,0.53,"Delaware
(39.00883000020451, -75.57774000040052)"
567,2000,Alaska,0.19,0.06,0.28,0.47,"Alaska
(64.84507999974238, -147.72205999986895)"
568,2001,Louisiana,0.19,0.06,0.2,0.55,"Louisiana
(31.31265999975932, -92.44567999993188)"
569,2008,Kentucky,0.21,0.05,0.25,0.5,"Kentucky
(37.645969999815804, -84.77496999996538)"
570,1996,West Virginia,0.24,0.03,0.23,0.51,"West Virginia
(38.66550999958696, -80.71263999973604)"
571,2010,Hawaii,0.11,0.04,0.25,0.6,"Hawaii
(21.304850000427336, -157.85774999956269)"
572,2001,Minnesota,0.17,0.05,0.28,0.5,"Minnesota
(46.3556499998478, -94.79419999982997)"
573,2000,North Dakota,0.18,0.06,0.23,0.53,"North Dakota
(47.475320000018144, -100.11841999998285)"
574,1999,Florida,0.16,0.04,0.27,0.53,"Florida
(28.932039999846268, -81.9289599999039)"
575,2001,Oklahoma,0.23,0.06,0.22,0.5,"Oklahoma
(35.4720099999617, -97.52034999975251)"
576,2000,Virginia,0.16,0.05,0.23,0.55,"Virginia
(37.54268000028196, -78.45789000012326)"
577,1998,Montana,0.19,0.03,0.27,0.52,"Montana
(47.06653000015956, -109.42441999998289)"
578,1997,Oregon,0.16,0.05,0.3,0.49,"Oregon
(44.567449999917756, -120.15502999983448)"
579,2004,New Mexico,0.13,0.07,0.24,0.56,"New Mexico
(34.52088000011207, -106.24057999976702)"
580,2002,Maryland,0.16,0.06,0.24,0.54,"Maryland
(39.29057999976732, -76.6092600004485)"
581,2000,Utah,0.1,0.03,0.18,0.69,"Utah
(39.36070000030492, -111.58712999994941)"
582,2008,New York,0.12,0.05,0.25,0.58,"New York
(42.82699999955048, -75.54396999981549)"
583,2002,New Jersey,0.14,0.05,0.26,0.55,"New Jersey
(40.13056999960594, -74.2736899996936)"
584,2004,New Hampshire,0.17,0.05,0.29,0.5,"New Hampshire
(43.65595000019255, -71.50036000041354)"
585,2009,Pennsylvania,0.15,0.05,0.26,0.54,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
586,1997,Hawaii,0.14,0.04,0.26,0.55,"Hawaii
(21.304850000427336, -157.85774999956269)"
587,2003,Washington,0.15,0.05,0.26,0.54,"Washington
(47.522280000022135, -120.47001000026114)"
588,1999,South Dakota,0.18,0.05,0.25,0.52,"South Dakota
(44.353130000049646, -100.37353000040906)"
589,2006,Tennessee,0.18,0.04,0.24,0.54,"Tennessee
(35.68094000038087, -85.77449000011325)"
590,2000,Wisconsin,0.18,0.06,0.27,0.49,"Wisconsin
(44.39319000021851, -89.81636999977553)"
591,2008,Louisiana,0.16,0.05,0.2,0.6,"Louisiana
(31.31265999975932, -92.44567999993188)"
592,1998,Arizona,0.2,0.02,0.17,0.61,"Arizona
(34.86596999961597, -111.76380999973156)"
593,1997,Massachusetts,0.16,0.04,0.3,0.5,"Massachusetts
(42.27687000005062, -72.08269000004333)"
594,1999,Kansas,0.18,0.03,0.23,0.56,"Kansas
(38.34774000000118, -98.20077999969709)"
595,1996,Vermont,0.19,0.05,0.29,0.47,"Vermont
(43.625379999687425, -72.51764000028561)"
596,2006,Kansas,0.15,0.05,0.24,0.56,"Kansas
(38.34774000000118, -98.20077999969709)"
597,2002,West Virginia,0.24,0.05,0.24,0.47,"West Virginia
(38.66550999958696, -80.71263999973604)"
598,2005,Arizona,0.14,0.07,0.26,0.54,"Arizona
(34.86596999961597, -111.76380999973156)"
599,2008,Kansas,0.13,0.05,0.23,0.59,"Kansas
(38.34774000000118, -98.20077999969709)"
600,2003,Rhode Island,0.17,0.05,0.29,0.49,"Rhode Island
(41.70828000002217, -71.5224700001902)"
601,2000,Indiana,0.22,0.05,0.23,0.51,"Indiana
(39.76690999989677, -86.14996000035359)"
602,2000,Connecticut,0.15,0.05,0.28,0.52,"Connecticut
(41.56265999995918, -72.6498400002157)"
603,2003,Georgia,0.17,0.06,0.22,0.56,"Georgia
(32.83967999993223, -83.62758000031658)"
604,1995,Maryland,0.18,0.03,0.21,0.58,"Maryland
(39.29057999976732, -76.6092600004485)"
605,2004,Wyoming,0.17,0.05,0.25,0.53,"Wyoming
(43.23553999957147, -108.10982999975454)"
606,1999,Kentucky,0.26,0.04,0.23,0.47,"Kentucky
(37.645969999815804, -84.77496999996538)"
607,1999,Hawaii,0.14,0.04,0.23,0.59,"Hawaii
(21.304850000427336, -157.85774999956269)"
608,2008,Idaho,0.13,0.04,0.22,0.61,"Idaho
(43.682590000228515, -114.36368000023168)"
609,2009,Missouri,0.18,0.05,0.25,0.52,"Missouri
(38.63578999960896, -92.5663000000448)"
610,2006,Missouri,0.19,0.05,0.27,0.5,"Missouri
(38.63578999960896, -92.5663000000448)"
611,2008,Maine,0.14,0.04,0.32,0.5,"Maine
(45.25423000041434, -68.9850299999344)"
612,2009,District of Columbia,0.09,0.06,0.24,0.61,"District of Columbia
(38.89036999987576, -77.03195999965413)"
613,2010,Texas,0.11,0.05,0.21,0.63,"Texas
(31.82724000022597, -99.42676999973554)"
614,2007,Idaho,0.15,0.05,0.23,0.58,"Idaho
(43.682590000228515, -114.36368000023168)"
615,1996,Michigan,0.21,0.05,0.26,0.49,"Michigan
(44.661320000317914, -84.71438999959867)"
616,2001,Connecticut,0.15,0.06,0.29,0.51,"Connecticut
(41.56265999995918, -72.6498400002157)"
617,1996,Georgia,0.17,0.03,0.14,0.66,"Georgia
(32.83967999993223, -83.62758000031658)"
618,2002,Massachusetts,0.14,0.05,0.29,0.52,"Massachusetts
(42.27687000005062, -72.08269000004333)"
619,1996,Illinois,0.2,0.04,0.23,0.52,"Illinois
(40.485010000411364, -88.99770999971656)"
620,2008,Pennsylvania,0.16,0.06,0.25,0.53,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
621,2005,Alaska,0.19,0.06,0.24,0.51,"Alaska
(64.84507999974238, -147.72205999986895)"
622,2004,California,0.1,0.05,0.24,0.61,"California
(37.638300000444815, -120.99958999997835)"
623,1998,Virginia,0.18,0.05,0.23,0.54,"Virginia
(37.54268000028196, -78.45789000012326)"
624,1996,North Dakota,0.2,0.04,0.26,0.51,"North Dakota
(47.475320000018144, -100.11841999998285)"
625,1997,California,0.13,0.06,0.27,0.55,"California
(37.638300000444815, -120.99958999997835)"
626,2004,Minnesota,0.15,0.06,0.27,0.53,"Minnesota
(46.3556499998478, -94.79419999982997)"
627,2009,Arkansas,0.16,0.06,0.28,0.5,"Arkansas
(34.748649999697875, -92.27448999971358)"
628,2008,Oregon,0.12,0.05,0.25,0.59,"Oregon
(44.567449999917756, -120.15502999983448)"
629,2010,Minnesota,0.11,0.04,0.26,0.59,"Minnesota
(46.3556499998478, -94.79419999982997)"
630,2000,Wyoming,0.18,0.06,0.25,0.51,"Wyoming
(43.23553999957147, -108.10982999975454)"
631,2006,Louisiana,0.18,0.06,0.2,0.56,"Louisiana
(31.31265999975932, -92.44567999993188)"
632,2002,Nebraska,0.18,0.05,0.23,0.54,"Nebraska
(41.6410400000961, -99.36572999973953)"
633,2000,Washington,0.15,0.06,0.29,0.51,"Washington
(47.522280000022135, -120.47001000026114)"
634,2002,Virginia,0.19,0.05,0.22,0.53,"Virginia
(37.54268000028196, -78.45789000012326)"
635,2009,Colorado,0.12,0.05,0.26,0.57,"Colorado
(38.842890000173554, -106.13314000041055)"
636,1995,Alabama,0.22,0.02,0.21,0.55,"Alabama
(32.840569999605975, -86.63186000013877)"
637,2000,Hawaii,0.16,0.04,0.24,0.56,"Hawaii
(21.304850000427336, -157.85774999956269)"
638,2003,Massachusetts,0.15,0.05,0.31,0.5,"Massachusetts
(42.27687000005062, -72.08269000004333)"
639,2002,Hawaii,0.17,0.04,0.24,0.55,"Hawaii
(21.304850000427336, -157.85774999956269)"
640,1999,Alabama,0.18,0.05,0.24,0.52,"Alabama
(32.840569999605975, -86.63186000013877)"
641,2008,Florida,0.13,0.05,0.26,0.56,"Florida
(28.932039999846268, -81.9289599999039)"
642,2005,Louisiana,0.16,0.06,0.21,0.57,"Louisiana
(31.31265999975932, -92.44567999993188)"
643,2001,District of Columbia,0.12,0.09,0.23,0.56,"District of Columbia
(38.89036999987576, -77.03195999965413)"
644,1997,Idaho,0.16,0.04,0.24,0.56,"Idaho
(43.682590000228515, -114.36368000023168)"
645,2010,Pennsylvania,0.13,0.05,0.26,0.55,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
646,2004,West Virginia,0.22,0.05,0.25,0.48,"West Virginia
(38.66550999958696, -80.71263999973604)"
647,2000,Oregon,0.15,0.05,0.28,0.51,"Oregon
(44.567449999917756, -120.15502999983448)"
648,2005,New Jersey,0.13,0.05,0.26,0.57,"New Jersey
(40.13056999960594, -74.2736899996936)"
649,2006,Arizona,0.12,0.06,0.25,0.57,"Arizona
(34.86596999961597, -111.76380999973156)"
650,2002,California,0.11,0.05,0.24,0.6,"California
(37.638300000444815, -120.99958999997835)"
651,1998,Oregon,0.16,0.05,0.27,0.52,"Oregon
(44.567449999917756, -120.15502999983448)"
652,2004,Kansas,0.15,0.05,0.22,0.59,"Kansas
(38.34774000000118, -98.20077999969709)"
653,2004,New Jersey,0.13,0.06,0.24,0.57,"New Jersey
(40.13056999960594, -74.2736899996936)"
654,2004,New York,0.14,0.06,0.24,0.56,"New York
(42.82699999955048, -75.54396999981549)"
655,1996,Nevada,0.25,0.03,0.27,0.45,"Nevada
(39.49323999972637, -117.07183999971608)"
656,2000,Minnesota,0.15,0.05,0.23,0.57,"Minnesota
(46.3556499998478, -94.79419999982997)"
657,1999,Minnesota,0.15,0.04,0.2,0.61,"Minnesota
(46.3556499998478, -94.79419999982997)"
658,2004,Nevada,0.17,0.07,0.24,0.52,"Nevada
(39.49323999972637, -117.07183999971608)"
659,2000,Alabama,0.19,0.06,0.24,0.51,"Alabama
(32.840569999605975, -86.63186000013877)"
660,1997,Ohio,0.23,0.02,0.23,0.52,"Ohio
(40.06020999969189, -82.40426000019869)"
661,1995,Arkansas,0.23,0.02,0.24,0.52,"Arkansas
(34.748649999697875, -92.27448999971358)"
